region,sector,x_in,dir_losses,x_out,total_losses,ind_losses
Buenos_Aires,A,640356.4462085625,-83246.33800711313,557110.1082014344,-83246.3380071281,-1.497392076998949e-08
Buenos_Aires,B,26237.799740681505,-0.0,26159.085856162237,-78.7138845192676,-78.7138845192676
Buenos_Aires,C,136415.41233772942,-0.0,136175.3570272981,-240.05531043131487,-240.05531043131487
Buenos_Aires,D,3251416.7021110123,-0.0,3237553.4331142344,-13863.268996777944,-13863.268996777944
Buenos_Aires,E,314574.8394949895,-0.0,313699.58921908995,-875.2502758995397,-875.2502758995397
Buenos_Aires,F,547639.4462084648,-0.0,546935.4867461717,-703.9594622930745,-703.9594622930745
Buenos_Aires,G,951285.1850230364,-0.0,949211.078012185,-2074.1070108513813,-2074.1070108513813
Buenos_Aires,H,318421.8084482705,-0.0,318352.72428284475,-69.08416542573832,-69.08416542573832
Buenos_Aires,I,762777.0376744275,-0.0,761076.4688011002,-1700.5688733273419,-1700.5688733273419
Buenos_Aires,J,600552.9539681422,-0.0,599254.652088848,-1298.3018792942166,-1298.3018792942166
Buenos_Aires,K,805819.5618173085,-0.0,805614.3642985668,-205.19751874171197,-205.19751874171197
Buenos_Aires,L,677873.0410709416,-0.0,677633.0650893332,-239.97598160838243,-239.97598160838243
Buenos_Aires,M,364772.75406816846,-0.0,364751.41758172767,-21.336486440792214,-21.336486440792214
Buenos_Aires,N,411933.4479941355,-0.0,411898.287409173,-35.16058496251935,-35.16058496251935
Buenos_Aires,O,144785.4694944299,-0.0,144755.9510774073,-29.51841702259844,-29.51841702259844
Buenos_Aires,P,367536.5802564223,-0.0,367015.1108090427,-521.4694473795826,-521.4694473795826
Catamarca,A,211.88768323121934,65.68518180167801,172.88608710652298,-39.00159612469636,-104.68677792637438
Catamarca,B,11.819656948003644,-0.0,11.817978101929832,-0.0016788460738119682,-0.0016788460738119682
Catamarca,C,1726.3487276987432,-0.0,1726.2314072509623,-0.11732044778091222,-0.11732044778091222
Catamarca,D,1643.4564400700924,-0.0,1643.072707499439,-0.38373257065336475,-0.38373257065336475
Catamarca,E,134.1177230646455,-0.0,134.10384046703504,-0.01388259761046129,-0.01388259761046129
Catamarca,F,388.5010517634771,-0.0,388.47880271473423,-0.022249048742878585,-0.022249048742878585
Catamarca,G,575.0356550783836,-0.0,574.9889883092733,-0.04666676911028844,-0.04666676911028844
Catamarca,H,191.5384267997606,-0.0,191.53712144287312,-0.0013053568874852317,-0.0013053568874852317
Catamarca,I,496.63285035664074,-0.0,496.58795347546743,-0.04489688117331525,-0.04489688117331525
Catamarca,J,361.35988661914007,-0.0,361.3156930011066,-0.0441936180334892,-0.0441936180334892
Catamarca,K,472.10590699738054,-0.0,472.10506765175637,-0.0008393456241719832,-0.0008393456241719832
Catamarca,L,414.46827095134597,-0.0,414.462829233424,-0.005441717921996769,-0.005441717921996769
Catamarca,M,240.0669699759369,-0.0,240.066777992595,-0.00019198334189240995,-0.00019198334189240995
Catamarca,N,256.0454957336588,-0.0,256.044675928583,-0.0008198050758210229,-0.0008198050758210229
Catamarca,O,85.163015261822,-0.0,85.16250503356567,-0.000510228256331402,-0.000510228256331402
Catamarca,P,342.3034668968997,-0.0,342.28225174338667,-0.021215153513026053,-0.021215153513026053
Chaco,A,1786.4535620912472,-232.23896307186214,237.3600351461975,-1549.0935269450497,-1316.8545638731875
Chaco,B,31.193081065269094,-0.0,31.17931660126755,-0.013764464001543075,-0.013764464001543075
Chaco,C,161.9979064611027,-0.0,161.99401272785775,-0.003893733244950681,-0.003893733244950681
