region,sector,x_in,dir_losses,x_out,total_losses,ind_losses
Buenos_Aires,A,378803.48520876904,-49244.45307713997,329559.0321316157,-49244.45307715336,-1.3387762010097504e-08
Buenos_Aires,B,16578.68228146096,-0.0,16462.63262140179,-116.04966005916867,-116.04966005916867
Buenos_Aires,C,105897.33472556602,-0.0,105509.34679459047,-387.9879309755488,-387.9879309755488
Buenos_Aires,D,1914033.8523275834,-0.0,1899498.154100544,-14535.698227039305,-14535.698227039305
Buenos_Aires,E,98468.17046632011,-0.0,97963.30861212887,-504.86185419124376,-504.86185419124376
Buenos_Aires,F,330395.8263333338,-0.0,330245.35485697095,-150.47147636284353,-150.47147636284353
Buenos_Aires,G,697927.8573947754,-0.0,695931.6664623667,-1996.1909324086737,-1996.1909324086737
Buenos_Aires,H,190260.9587198534,-0.0,189840.01642471642,-420.9422951369779,-420.9422951369779
Buenos_Aires,I,507516.57475439913,-0.0,504301.95999808435,-3214.6147563147824,-3214.6147563147824
Buenos_Aires,J,186172.3799392492,-0.0,185695.01221952558,-477.3677197236102,-477.3677197236102
Buenos_Aires,K,463975.3713298153,-0.0,463202.355798967,-773.0155308482936,-773.0155308482936
Buenos_Aires,L,393037.5612090107,-0.0,391904.7949541807,-1132.7662548299995,-1132.7662548299995
Buenos_Aires,M,263861.44757494476,-0.0,263855.3722545867,-6.07532035803888,-6.07532035803888
Buenos_Aires,N,276399.09496341145,-0.0,276161.7897128927,-237.30525051872246,-237.30525051872246
Buenos_Aires,O,184098.7047141935,-0.0,183734.07292391954,-364.63179027396836,-364.63179027396836
Buenos_Aires,P,26508.895749984353,-0.0,26433.331618027198,-75.56413195715504,-75.56413195715504
Catamarca,A,135.67686177284344,42.05982714958147,109.82501690676466,-25.85184486607878,-67.91167201566026
Catamarca,B,3.087457227911049,-0.0,3.085741449081839,-0.001715778829209924,-0.001715778829209924
Catamarca,C,2405.1043940833797,-0.0,2404.346421421289,-0.7579726620906513,-0.7579726620906513
Catamarca,D,1167.0417523093618,-0.0,1166.0834507137652,-0.9583015955965948,-0.9583015955965948
Catamarca,E,53.20142229726687,-0.0,53.18583286536872,-0.015589431898156647,-0.015589431898156647
Catamarca,F,208.14312080296168,-0.0,208.14156354857786,-0.0015572543838118236,-0.0015572543838118236
Catamarca,G,525.9352215735729,-0.0,525.8645906432733,-0.0706309302995578,-0.0706309302995578
Catamarca,H,170.46487097905725,-0.0,170.4483919139396,-0.016479065117664504,-0.016479065117664504
Catamarca,I,307.1106546491343,-0.0,306.9944682443651,-0.11618640476916653,-0.11618640476916653
Catamarca,J,119.13771859112917,-0.0,119.12272900113538,-0.014989589993788854,-0.014989589993788854
Catamarca,K,292.20334023392763,-0.0,292.188666914096,-0.014673319831615572,-0.014673319831615572
Catamarca,L,351.98771978235817,-0.0,351.9338387009072,-0.05388108145098158,-0.05388108145098158
Catamarca,M,161.20234146275425,-0.0,161.20231552940865,-2.5933345597195512e-05,-2.5933345597195512e-05
Catamarca,N,181.04059923229076,-0.0,181.0336406450497,-0.006958587241058467,-0.006958587241058467
Catamarca,O,106.54391544322002,-0.0,106.53522863197686,-0.008686811243151737,-0.008686811243151737
Catamarca,P,17.259459816393488,-0.0,17.25722728688885,-0.002232529504638592,-0.002232529504638592
Chaco,A,899.5409544532923,-116.940324078928,90.44992489526489,-809.0910295580275,-692.1507054790994
Chaco,B,10.149429973579249,-0.0,10.142319016268637,-0.007110957310612065,-0.007110957310612065
Chaco,C,100.44793241651816,-0.0,100.44331238596766,-0.0046200305504982,-0.0046200305504982
Chaco,D,1665.0772870187477,-0.0,1663.4184100787593,-1.6588769399884313,-1.6588769399884313
Chaco,E,126.95017119300304,-0.0,126.8936955296014,-0.056475663401641896,-0.056475663401641896
Chaco,F,553.8562557711442,-0.0,553.8454765594828,-0.010779211661429144,-0.010779211661429144
Chaco,G,1430.5934918427783,-0.0,1430.1485604165532,-0.44493142622513915,-0.44493142622513915
Chaco,H,281.5652784035082,-0.0,281.5107748321112,-0.054503571396992356,-0.054503571396992356
Chaco,I,950.579342004306,-0.0,949.5793386633015,-1.000003341004458,-1.000003341004458
Chaco,J,308.76496622960974,-0.0,308.6630279260654,-0.10193830354432976,-0.10193830354432976
Chaco,K,805.5157228731402,-0.0,805.4231367154207,-0.09258615771955192,-0.09258615771955192
Chaco,L,955.3214205588946,-0.0,954.9353575907157,-0.3860629681788623,-0.3860629681788623
Chaco,M,417.4686961932355,-0.0,417.4685348623878,-0.0001613308476748898,-0.0001613308476748898
Chaco,N,550.8941667233643,-0.0,550.8307762060092,-0.06339051735506018,-0.06339051735506018
Chaco,O,344.0764870650889,-0.0,344.0034799015367,-0.07300716355217673,-0.07300716355217673
Chaco,P,50.463858814044215,-0.0,50.448152751681896,-0.01570606236231953,-0.01570606236231953
Chubut,A,725.0938018189511,-0.0,178.24935648685567,-546.8444453320953,-546.8444453320953
Chubut,B,485.9200634762869,-0.0,485.09848328910914,-0.8215801871777444,-0.8215801871777444
Chubut,C,22975.38336483184,-0.0,22939.204473378362,-36.17889145347726,-36.17889145347726
Chubut,D,7964.901374172182,-0.0,7950.383877242885,-14.517496929296613,-14.517496929296613
Chubut,E,866.7476529117529,-0.0,865.8971666900017,-0.8504862217512255,-0.8504862217512255
Chubut,F,1502.3377641090558,-0.0,1502.279088615994,-0.05867549306185538,-0.05867549306185538
Chubut,G,2906.252811663434,-0.0,2904.7225063729056,-1.5303052905283039,-1.5303052905283039
Chubut,H,1212.319942378431,-0.0,1211.8570571117125,-0.46288526671855834,-0.46288526671855834
