region,sector,x_in,dir_losses,x_out,total_losses,ind_losses
Buenos_Aires,A,941803.0579522725,-122434.39753379543,819368.6604184608,-122434.39753381163,-1.6196281649172306e-08
Buenos_Aires,B,0.0006427244014211553,-0.0,0.0006357610213437319,-6.96338007742344e-06,-6.96338007742344e-06
Buenos_Aires,C,207962.23443069097,-0.0,206215.43676121073,-1746.7976694802346,-1746.7976694802346
Buenos_Aires,D,3663081.226863906,-0.0,3635053.8872775757,-28027.339586330112,-28027.339586330112
Buenos_Aires,E,307303.470024454,-0.0,305215.3012440703,-2088.168780383712,-2088.168780383712
Buenos_Aires,F,340044.887120955,-0.0,339973.14956982,-71.73755113501102,-71.73755113501102
Buenos_Aires,G,947245.52080271,-0.0,938356.0912147961,-8889.42958791391,-8889.42958791391
Buenos_Aires,H,224810.43018452806,-0.0,224575.87781939976,-234.55236512830015,-234.55236512830015
Buenos_Aires,I,710095.2469621222,-0.0,707799.5386300809,-2295.7083320412785,-2295.7083320412785
Buenos_Aires,J,659512.5489725332,-0.0,655963.5881199649,-3548.9608525682706,-3548.9608525682706
Buenos_Aires,K,468073.01119228016,-0.0,467195.1683761742,-877.8428161059855,-877.8428161059855
Buenos_Aires,L,272892.52411840536,-0.0,272876.4296920797,-16.09442632563878,-16.09442632563878
Buenos_Aires,M,270842.47142492456,-0.0,270835.308861311,-7.162563613557722,-7.162563613557722
Buenos_Aires,N,202444.29116490667,-0.0,202100.59601746534,-343.69514744132175,-343.69514744132175
Buenos_Aires,O,224850.64747167015,-0.0,224616.4673357473,-234.1801359228557,-234.1801359228557
Buenos_Aires,P,64979.43627710391,-0.0,64979.4362766742,-4.2971078073605895e-07,-4.2971078073605895e-07
Catamarca,A,332.7140633167564,103.1413596281945,297.87609564005015,-34.83796767670623,-137.97932730490072
Catamarca,B,0.0004320223277601383,-0.0,0.0004276614299928533,-4.3608977672850114e-06,-4.3608977672850114e-06
Catamarca,C,7317.132842274369,-0.0,7303.708801287452,-13.424040986917134,-13.424040986917134
Catamarca,D,2647.9827475856814,-0.0,2646.8934262617277,-1.0893213239537545,-1.0893213239537545
Catamarca,E,194.7523602824454,-0.0,194.6956242484071,-0.05673603403829475,-0.05673603403829475
Catamarca,F,214.01296402384853,-0.0,214.0118691861774,-0.001094837671132609,-0.001094837671132609
Catamarca,G,811.9578586099018,-0.0,811.595564601269,-0.3622940086328299,-0.3622940086328299
Catamarca,H,139.7128768602658,-0.0,139.7102313887475,-0.0026454715182921973,-0.0026454715182921973
Catamarca,I,562.3433562981069,-0.0,562.2857693274908,-0.05758697061605744,-0.05758697061605744
Catamarca,J,459.2396590420178,-0.0,459.1184093768601,-0.12124966515773394,-0.12124966515773394
Catamarca,K,317.3623649906459,-0.0,317.3482169046604,-0.014148085985539183,-0.014148085985539183
Catamarca,L,167.11877492329035,-0.0,167.1185759220338,-0.000199001256532938,-0.000199001256532938
Catamarca,M,166.2042547902596,-0.0,166.20416979510128,-8.499515831772442e-05,-8.499515831772442e-05
Catamarca,N,124.32579031283252,-0.0,124.3218829448838,-0.003907367948727369,-0.003907367948727369
Catamarca,O,146.29891730103768,-0.0,146.29501933283004,-0.003897968207638769,-0.003897968207638769
Catamarca,P,39.30769044649239,-0.0,39.307690230660896,-2.1583149134585256e-07,-2.1583149134585256e-07
Chaco,A,2755.5449226942283,-358.2208399502497,1360.3016922844417,-1395.2432304097865,-1037.0223904595368
Chaco,B,0.0004321172390679481,-0.0,0.0004275237725148625,-4.593466553085609e-06,-4.593466553085609e-06
Chaco,C,123.4130197619987,-0.0,123.35327337045089,-0.05974639154780448,-0.05974639154780448
Chaco,D,3504.597408101938,-0.0,3502.062190000538,-2.5352181014000053,-2.5352181014000053
Chaco,E,429.10710993491745,-0.0,428.84497438915525,-0.26213554576219167,-0.26213554576219167
Chaco,F,539.1782800422243,-0.0,539.1690662168073,-0.009213825416964028,-0.009213825416964028
Chaco,G,1789.2629571015846,-0.0,1787.4495052312268,-1.813451870357767,-1.813451870357767
Chaco,H,344.8528619812513,-0.0,344.83253273762926,-0.02032924362202948,-0.02032924362202948
Chaco,I,1190.6277006874677,-0.0,1190.337568820386,-0.29013186708175454,-0.29013186708175454
Chaco,J,1128.4794278920153,-0.0,1128.009395514106,-0.4700323779093196,-0.4700323779093196
Chaco,K,776.2055017392457,-0.0,776.1154637103493,-0.09003802889640156,-0.09003802889640156
Chaco,L,425.8056105746274,-0.0,425.8038063837554,-0.0018041908720078936,-0.0018041908720078936
Chaco,M,421.5730821060855,-0.0,421.57254889423456,-0.0005332118509500106,-0.0005332118509500106
Chaco,N,381.93056823148885,-0.0,381.8861085198024,-0.044459711686442915,-0.044459711686442915
Chaco,O,372.2895975456038,-0.0,372.2625855290986,-0.027012016505182146,-0.027012016505182146
Chaco,P,100.22607438939461,-0.0,100.226073827588,-5.618066154511325e-07,-5.618066154511325e-07
Chubut,A,1667.2538594023715,-0.0,905.6669014099374,-761.5869579924341,-761.5869579924341
Chubut,B,0.000451864786309744,-0.0,0.00044711134836882455,-4.75343794091945e-06,-4.75343794091945e-06
Chubut,C,63791.532631698174,-0.0,63527.69224871019,-263.8403829879826,-263.8403829879826
Chubut,D,18045.690373839363,-0.0,18025.22885412294,-20.461519716423936,-20.461519716423936
Chubut,E,2940.527867869796,-0.0,2937.020984201476,-3.506883668319915,-3.506883668319915
Chubut,F,1503.9527096213258,-0.0,1503.9097033808687,-0.04300624045708901,-0.04300624045708901
Chubut,G,4101.644690934651,-0.0,4095.841597615801,-5.803093318850188,-5.803093318850188
