region,sector,x_in,dir_losses,x_out,total_losses,ind_losses
Buenos_Aires,A,601666.2356841745,-78216.61063894269,523449.6250452163,-78216.61063895817,-1.548323780298233e-08
Buenos_Aires,B,0.0005641582744137529,-0.0,0.000558755276921531,-5.402997492221905e-06,-5.402997492221905e-06
Buenos_Aires,C,155418.6540934424,-0.0,154381.26005821762,-1037.3940352247737,-1037.3940352247737
Buenos_Aires,D,2693645.1890093996,-0.0,2677696.434229688,-15948.754779711831,-15948.754779711831
Buenos_Aires,E,162825.24633557402,-0.0,161964.02719795625,-861.2191376177652,-861.2191376177652
Buenos_Aires,F,291839.9948207267,-0.0,291797.3361700814,-42.65865064528771,-42.65865064528771
Buenos_Aires,G,693779.5858168642,-0.0,688670.3076106801,-5109.278206184041,-5109.278206184041
Buenos_Aires,H,168900.0006815529,-0.0,168777.50378296836,-122.49689858453348,-122.49689858453348
Buenos_Aires,I,512337.79244800867,-0.0,511115.65766484354,-1222.134783165122,-1222.134783165122
Buenos_Aires,J,439281.41454063606,-0.0,437448.1736104488,-1833.240930187283,-1833.240930187283
Buenos_Aires,K,346676.78223700664,-0.0,346214.2028640047,-462.5793730019359,-462.5793730019359
Buenos_Aires,L,200129.16005868494,-0.0,200121.02130242073,-8.138756264204858,-8.138756264204858
Buenos_Aires,M,199600.45815675965,-0.0,199596.93446219078,-3.523694568866631,-3.523694568866631
Buenos_Aires,N,145189.57964949284,-0.0,145013.94990326124,-175.6297462315997,-175.6297462315997
Buenos_Aires,O,166790.25533970215,-0.0,166667.78375574213,-122.47158396002487,-122.47158396002487
Buenos_Aires,P,49132.11624624194,-0.0,49132.11624588643,-3.5551056498661637e-07,-3.5551056498661637e-07
Catamarca,A,220.51779390785748,68.36051611143583,200.88557349982406,-19.63222040803342,-87.99273651946925
Catamarca,B,0.00043201971271868557,-0.0,0.00042805054198753544,-3.969170731150126e-06,-3.969170731150126e-06
Catamarca,C,5176.751850636655,-0.0,5170.816064183368,-5.93578645328671,-5.93578645328671
Catamarca,D,1887.8731031207703,-0.0,1887.4434392278515,-0.4296638929188248,-0.4296638929188248
Catamarca,E,103.80049551243913,-0.0,103.78341954503789,-0.017075967401240177,-0.017075967401240177
Catamarca,F,182.22307685250777,-0.0,182.222576659565,-0.0005001929427805862,-0.0005001929427805862
Catamarca,G,569.6562264955354,-0.0,569.5121453285883,-0.14408116694710316,-0.14408116694710316
Catamarca,H,104.43409797415572,-0.0,104.43303238506323,-0.0010655890924908817,-0.0010655890924908817
Catamarca,I,389.46694347621195,-0.0,389.4453613994756,-0.021582076736365252,-0.021582076736365252
Catamarca,J,296.81014628066134,-0.0,296.7662074225479,-0.04393885811344944,-0.04393885811344944
Catamarca,K,230.24152719387862,-0.0,230.23606991972352,-0.0054572741551055515,-0.0054572741551055515
Catamarca,L,122.25642239654123,-0.0,122.25634389848288,-7.849805834325707e-05,-7.849805834325707e-05
Catamarca,M,122.13315940927126,-0.0,122.13312734469994,-3.206457131454954e-05,-3.206457131454954e-05
Catamarca,N,88.94022607345121,-0.0,88.93865956506646,-0.0015665083847551386,-0.0015665083847551386
Catamarca,O,106.95557012674738,-0.0,106.95406048344583,-0.0015096433015457933,-0.0015096433015457933
Catamarca,P,29.721625176847294,-0.0,29.721624986812532,-1.9003476126044916e-07,-1.9003476126044916e-07
Chaco,A,1617.2675239436844,-210.24477811267897,896.8187745640347,-720.4487493796497,-510.2039712669707
Chaco,B,0.0004320803156115252,-0.0,0.0004279051740391176,-4.175141572407585e-06,-4.175141572407585e-06
Chaco,C,98.45563822107587,-0.0,98.42510412194513,-0.03053409913074745,-0.03053409913074745
Chaco,D,2691.9512366258036,-0.0,2690.810254152915,-1.1409824728884814,-1.1409824728884814
Chaco,E,229.54108590459055,-0.0,229.45592302101807,-0.08516288357247959,-0.08516288357247959
