text,lon,lat,size
Chile,-72.36,-37.74360562,10
Bolivia,-65.39,-21.49,10
Brazil,-53.78,-29.87,10
Uruguay,-56.0171551,-32.79821075,10
Paraguay,-58.39842281,-23.22751882,10
